prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max
311,No Watermark,,,,"Russell Scherrer is taking another shot at constructing a new auction business, and this time he is promising to provide Wales officials with specific details about his plans. Scherrer and his attorney, Charles Ritter, appeared at Tuesday's work session of"," the Welsh government's Parliamentary Panel on the Making of the National Curriculum for Education.
Scherrer and Ritter are currently negotiating a deal to sell the National Curriculum for Education to a consortium of companies led by the company's chief executive, Adam Wootton. It is being run by a consortium of companies with ties to the UK government, including Enenca, a subsidiary of the Spanish company Descartes.
The consortium has asked for documents, including the details of",99,22,0.2222222222222222,-0.6382847385042254,0.73835582764413,Human/Unwatermarked,0.0,76,0.6447368421052632,0.8933333333333333,0.35526315789473684,,,
311,Fixed Delta 0.5,0.5,,,"Russell Scherrer is taking another shot at constructing a new auction business, and this time he is promising to provide Wales officials with specific details about his plans. Scherrer and his attorney, Charles Ritter, appeared at Tuesday's work session of"," the Welsh government's Parliamentary Panel on the Making of the National Curriculum for Education. The panel was chaired by Education Minister Gavin Williamson. The minister did not comment on the panel proceedings, but said that his office will ""always"" be working with the Welsh government to develop a new curriculum to meet the needs of the education sector.

The panel was led by Justice Secretary Christopher Pritchard, who said that the Welsh government should ""have a clear and well-defined vision of the material",99,31,0.31313131313131315,1.4506471329641486,0.07343907182033664,Human/Unwatermarked,0.0,84,0.6428571428571429,0.8795180722891566,0.3571428571428571,0.5,0.5,0.5
311,Fixed Delta 1.0,1.0,,,"Russell Scherrer is taking another shot at constructing a new auction business, and this time he is promising to provide Wales officials with specific details about his plans. Scherrer and his attorney, Charles Ritter, appeared at Tuesday's work session of"," the Senate Finance Committee to present the bill, which has no provisions. They are likely to include a ""noticible listing"" of the company's key assets.

""The proposed real estate listing in Wales will provide a comprehensive set of details for the listing,"" Ritter said, ""including the details about the ownership, ownership and duration, the investment, and the financial arrangements with respect to the listed companies, the entities involved in the listing and the potential for compensation, and the details about",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,80,0.6375,0.9367088607594937,0.36250000000000004,1.0,1.0,1.0
311,Fixed Delta 2.0,2.0,,,"Russell Scherrer is taking another shot at constructing a new auction business, and this time he is promising to provide Wales officials with specific details about his plans. Scherrer and his attorney, Charles Ritter, appeared at Tuesday's work session of"," the Senate Finance Committee to present the bill, which seeks to make it easier for banks to sell loans to foreign investors. The senators voted to include a ""transparent and transparent process"" for foreign investors.",41,34,0.8292682926829268,8.565861529340607,5.363536748241976e-18,Watermarked,1.0,35,0.7142857142857143,0.9705882352941176,0.2857142857142857,2.0,2.0,2.0
311,Fixed Delta 3.0,3.0,,,"Russell Scherrer is taking another shot at constructing a new auction business, and this time he is promising to provide Wales officials with specific details about his plans. Scherrer and his attorney, Charles Ritter, appeared at Tuesday's work session of"," the Senate Finance Committee, where they talked deal-making about his firm's potential ""pursuit of the rich"" while giving a two-day tour of the facility where they intend to present the firm's services to interested interested parties.

""It's a great opportunity for us to entertain and share our expertise in providing services to clients in these challenging times,"" Scherrer said during the work session. ""If the Senate wanted us to provide services to clients right from the start, that would",99,81,0.8181818181818182,13.055824196677339,2.943472539265963e-39,Watermarked,1.0,81,0.7160493827160493,0.9125,0.28395061728395066,3.0,3.0,3.0
311,Adaptive Delta,adaptive,0.5,3.0,"Russell Scherrer is taking another shot at constructing a new auction business, and this time he is promising to provide Wales officials with specific details about his plans. Scherrer and his attorney, Charles Ritter, appeared at Tuesday's work session of"," the Senate Finance Committee to present the bill, which has no provisions. The bill was introduced in late 2018, but it has yet to make it to the Senate Finance Committee, where both sides will have to decide if it is worthy of a vote. The bill, which contains a provision for the sale of alcohol to minors, would make it easier for underage drinking to occur. The bill makes it easier for minors to obtain licenses for alcohol sales, which would allow minors to sell alcohol to adults of age",99,62,0.6262626262626263,8.645856912466327,2.6701500224408945e-18,Watermarked,1.0,91,0.5604395604395604,0.8666666666666667,0.43956043956043955,1.8659199011325835,1.6180340051651,2.4442250728607178
312,No Watermark,,,,"Even if you’re not at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not"," get sick from the flu, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season.

The flu is a seasonal flu, with about 2,000 infections reported each year.

But the flu can be fatal, and most people will not get sick from the flu.

The flu is a seasonal flu with about 2,000 infections reported each year.

The flu is a seasonal flu, with about 2,",99,29,0.29292929292929293,0.9864400504156211,0.1619586099219501,Human/Unwatermarked,0.0,79,0.45569620253164556,0.6282051282051282,0.5443037974683544,,,
312,Fixed Delta 0.5,0.5,,,"Even if you’re not at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not"," be at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season.

April 25, 2017

8:45am is the second-straight day of the flu season. The flu season has been the most popular season’s with the flu hitting the US. Usually, flu season lasts from November through March.

The flu season is a time when people are well-equipped to deal with this",99,34,0.3434343434343434,2.1469577567869402,0.01589832240819098,Human/Unwatermarked,0.0,79,0.6582278481012658,0.9102564102564102,0.3417721518987342,0.5,0.5,0.5
312,Fixed Delta 1.0,1.0,,,"Even if you’re not at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not"," be at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season.

April 25, 2017 — In Ireland, there are more than 30,000 flu-related deaths every year. Considering that these deaths are among the highest numbers of flu-related deaths in the UK, the recent figures show that the number of deaths has been rising. The flu season has ended and the flu has passed, but it’",99,38,0.3838383838383838,3.075371921883995,0.0010512010198350896,Human/Unwatermarked,0.0,82,0.6463414634146342,0.9135802469135802,0.35365853658536583,1.0,1.0,1.0
312,Fixed Delta 2.0,2.0,,,"Even if you’re not at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not"," be at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not be at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Because of the potential impact of the virus on people’s bodies, governments around the world have begun",99,35,0.35353535353535354,2.379061298061204,0.008678394706350628,Human/Unwatermarked,0.0,81,0.5061728395061729,0.6375,0.49382716049382713,2.0,2.0,2.0
312,Fixed Delta 3.0,3.0,,,"Even if you’re not at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not"," be in pain, you are not guaranteed better health care. The number who died as a result of the flu shot is higher. The number who died as a result of the flu shot is higher. The number who died as a result of the flu shot is higher. The number who died as a result of the flu shot is higher. The number who died as a result of the flu shot is higher. The number who died as a result of the flu shot is higher. The number who died",99,83,0.8383838383838383,13.520031279225865,5.956256913599852e-42,Watermarked,1.0,92,0.2391304347826087,0.25274725274725274,0.7608695652173914,3.0,3.0,3.0
312,Adaptive Delta,adaptive,0.5,3.0,"Even if you’re not at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not"," be at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Even if you will not be at risk of dying, you can still get other people sick. The number of people who died from the flu in the 2017-2018 season. Estrada Anton // Shutterstock - Because of the potential impact of the virus on people’s bodies, governments around the world have begun",99,35,0.35353535353535354,2.379061298061204,0.008678394706350628,Human/Unwatermarked,0.0,81,0.5061728395061729,0.6375,0.49382716049382713,1.6634153497219086,1.6180340051651,2.2623190879821777
313,No Watermark,,,,"""I wanted to retire,"" he said. ""That's what I wanted to do. ""That was definitely on my mind. It was there."" How seriously was he considering it? Opara says he isn't quite so sure."," ""I'm not sure if he is ready to retire,"" Opara said. ""He got (the) job. There's a lot to do. I am going to have to watch him play his best basketball. ""

He is one of the most efficient players in basketball, averaging 19.6 points and 5.2 rebounds in 45 games. He is a big man, and is well-rounded defensively. He is a versatile player, and has tremendous athleticism. He has been",99,31,0.31313131313131315,1.4506471329641486,0.07343907182033664,Human/Unwatermarked,0.0,75,0.7333333333333333,0.9459459459459459,0.2666666666666667,,,
313,Fixed Delta 0.5,0.5,,,"""I wanted to retire,"" he said. ""That's what I wanted to do. ""That was definitely on my mind. It was there."" How seriously was he considering it? Opara says he isn't quite so sure."," ""I'm not sure, but I have heard he's kind of happy about it. He got a lot of comments on social media. I'm not 100% sure, but I think it's just his way of dealing with it. But the first thing I'd like to say, is that he's a good man and he's a good man. I would say it's been a great experience. I'm happy with it. ""
""Injury situation,"" Opara said.",99,41,0.41414141414141414,3.7716825457067866,8.107523404471492e-05,Human/Unwatermarked,0.0,72,0.6805555555555556,0.9014084507042254,0.3194444444444444,0.5,0.5,0.5
313,Fixed Delta 1.0,1.0,,,"""I wanted to retire,"" he said. ""That's what I wanted to do. ""That was definitely on my mind. It was there."" How seriously was he considering it? Opara says he isn't quite so sure."," ""I'm not sure, but I have heard he's kind of happy about it. He's actually doing better at practice than I am right now. I'm just worried about what it'll be like in front of the camera."" The show is scheduled to start on Sept. 21, and there have been a number of rumors that the show is going to end up being a one-off. ""I don't know if it's a one-off,"" Opara said. ""I",99,40,0.40404040404040403,3.5395790044325226,0.00020038289685673868,Human/Unwatermarked,0.0,77,0.7662337662337663,0.9473684210526315,0.23376623376623373,1.0,1.0,1.0
313,Fixed Delta 2.0,2.0,,,"""I wanted to retire,"" he said. ""That's what I wanted to do. ""That was definitely on my mind. It was there."" How seriously was he considering it? Opara says he isn't quite so sure."," ""I'm very, very skeptical,"" Opara said, ""because there was not a lot I could do."" But at the time, the first thing he looked at was his tattoo. ""I looked at it and it was a lot bigger than I expected. I was not expecting that at all,"" Opara said. ""That tattoo is very, very, very big."" He's in his fourth year of the coaching program and knows how important he has become. He's already seen",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,76,0.631578947368421,0.92,0.368421052631579,2.0,2.0,2.0
313,Fixed Delta 3.0,3.0,,,"""I wanted to retire,"" he said. ""That's what I wanted to do. ""That was definitely on my mind. It was there."" How seriously was he considering it? Opara says he isn't quite so sure."," He's had to make decisions in his past to keep him in his role, which means he'll be getting plenty of practice in and out of the game in order to keep up his game. If there was one thing for sure – it's a guy who's a great leader. He's a great leader in his role and with every minute that passes he'll be getting tougher and tougher."" Palmisano is one of the top playmakers on this team and has earned a spot on every team",99,80,0.8080808080808081,12.823720655403074,6.038172947645047e-38,Watermarked,1.0,86,0.627906976744186,0.8941176470588236,0.37209302325581395,3.0,3.0,3.0
313,Adaptive Delta,adaptive,0.5,3.0,"""I wanted to retire,"" he said. ""That's what I wanted to do. ""That was definitely on my mind. It was there."" How seriously was he considering it? Opara says he isn't quite so sure."," ""I'm very, very skeptical,"" Opara said, ""because there's a lot of things I don't want to talk about. I want to talk about my life. I want to talk about my life. I want to talk about my life. I want to talk about my life.""
‘My mind has been wallow’
He says it has been hard to open up after three years. He is looking forward to going for a walk and making time to enjoy",99,52,0.5252525252525253,6.324821499723688,1.2676273926722297e-10,Watermarked,0.9999999998732373,77,0.5454545454545454,0.6842105263157895,0.4545454545454546,1.796568512916565,1.6180340051651,2.312126398086548
314,No Watermark,,,,"Popular film producer, writer and director, Amaka Igwe is dead. She reportedly died of an asthma attack last night. Reputed for her professional and brilliant concepts, Amaka produced breathtaking sitcoms like Checkmate and Fuji House of Commotion",", amongst others.
In a statement, Amaka Igwe said she was ""fortunate enough to be around the right people and culture to help heal her body and soul"".
She further said: ""I'm deeply saddened by her passing. I am terribly sad. My heartfelt condolences to her family and friends.""
""She was a talented and very talented writer, actress, director, and filmmaker. She was the greatest woman I have ever known and I will miss her. I have always",99,20,0.20202020202020202,-1.102491821052753,0.8648760438384763,Human/Unwatermarked,0.0,77,0.7012987012987013,0.9605263157894737,0.2987012987012987,,,
314,Fixed Delta 0.5,0.5,,,"Popular film producer, writer and director, Amaka Igwe is dead. She reportedly died of an asthma attack last night. Reputed for her professional and brilliant concepts, Amaka produced breathtaking sitcoms like Checkmate and Fuji House of Commotion",", amongst others.
In a statement, Amaka Igwe said she was ""fortunate enough to be around the right people and culture to help heal the pain and suffering of our planet.""
""I am so grateful to have made the right impact,"" she added.
She was the first female producer to enter the industry with Kiefer Sutherland's Atomic Blonde. She was also the first female director to launch a television series titled The Sound of Screaming.
Earlier this week,",99,26,0.26262626262626265,0.29012942659282975,0.38585861217276185,Human/Unwatermarked,0.0,77,0.7272727272727273,0.9342105263157895,0.2727272727272727,0.5,0.5,0.5
314,Fixed Delta 1.0,1.0,,,"Popular film producer, writer and director, Amaka Igwe is dead. She reportedly died of an asthma attack last night. Reputed for her professional and brilliant concepts, Amaka produced breathtaking sitcoms like Checkmate and Fuji House of Commotion",", among others. Born and raised in Lagos, Nigeria, he later moved to Malta, where he worked as a bookish and a journalist, before eventually settling in Dubai. He returned to Nigeria with his wife in 2007, where they had a one-year-old son. He was among the first to enter into a job with the Indian satellite channel, Global TV.

In 2009, he became an Oscar-nominated actor, and was nominated for an Oscar. He starred in",99,54,0.5454545454545454,6.789028582272215,5.6445538431059e-12,Watermarked,0.9999999999943554,78,0.6794871794871795,0.987012987012987,0.3205128205128205,1.0,1.0,1.0
314,Fixed Delta 2.0,2.0,,,"Popular film producer, writer and director, Amaka Igwe is dead. She reportedly died of an asthma attack last night. Reputed for her professional and brilliant concepts, Amaka produced breathtaking sitcoms like Checkmate and Fuji House of Commotion"," in 1999 and 2003. She was also an actor on TV, and later on on stage, appeared in popular films like Kingdom Of The Dead, King Kong and Something To Love. She collected many awards.",41,25,0.6097560975609756,5.31985084453785,5.192617934077031e-08,Watermarked,0.9999999480738206,35,0.8285714285714286,1.0,0.17142857142857137,2.0,2.0,2.0
314,Fixed Delta 3.0,3.0,,,"Popular film producer, writer and director, Amaka Igwe is dead. She reportedly died of an asthma attack last night. Reputed for her professional and brilliant concepts, Amaka produced breathtaking sitcoms like Checkmate and Fuji House of Commotion"," in 1999 and 2003, among others. She also produced critically-acclaimed films like Dangote (1999); Kurutzuyi (2001) and Kill Bill (2003). She directed the acclaimed Kiamba, which earned her a Golden Globe. She has aroused global interest over her talent in documentaries on various topics like politics, gender equality, education and the recent revolution in Zimbabwe with her documentary “Everest” which screened on TV and streamed on Netflix. She has also acted",99,76,0.7676767676767676,11.89530649030602,6.259628712805054e-33,Watermarked,1.0,72,0.7222222222222222,0.9859154929577465,0.2777777777777778,3.0,3.0,3.0
314,Adaptive Delta,adaptive,0.5,3.0,"Popular film producer, writer and director, Amaka Igwe is dead. She reportedly died of an asthma attack last night. Reputed for her professional and brilliant concepts, Amaka produced breathtaking sitcoms like Checkmate and Fuji House of Commotion"," in 1999 and 2003. She was also a leading actor in popular cinema like Doodles, Se (1999) and Eker and a leading director in popular movies like Love Actually and Don’t Know Why (1999). She is survived by her two sons. She was married to Kebbi A’Dawobi Kebbi on March 1, 2010. She was preceded in death by her husband, Adeola Amaka. She is survived by her two sons, Omar",99,59,0.5959595959595959,7.949546288643535,9.359791413521555e-16,Watermarked,0.9999999999999991,72,0.6111111111111112,0.8309859154929577,0.38888888888888884,1.939995802640915,1.6180340051651,2.5826189517974854
315,No Watermark,,,,"Mrs. Sarah E. Senavitis, 71, of 332 Grandview Blvd., Bethlehem, died Monday in St. Luke's Hospital. She was the wife of Albert R. Senavitis. She was employed by Sure Fit Products Co.,"," Inc. in Bethlehem. She was a homemaker.
Survivors include her daughters, Jennifer (John) Ehrman and husband, George, of Bethlehem and Nancy (Steve) Coughlin of Grandview; grandchildren, Jonathan (Mary) Ehrman, James (Melissa) Ehrman, and Hannah Ehrman, and great-grandchildren, Christopher Coughlin and Rylee Ehrman; a sister, Dorothy (Darryl) Gerber of",99,19,0.1919191919191919,-1.3345953623270168,0.9089955916386168,Human/Unwatermarked,0.0,49,0.7142857142857143,0.9583333333333334,0.2857142857142857,,,
315,Fixed Delta 0.5,0.5,,,"Mrs. Sarah E. Senavitis, 71, of 332 Grandview Blvd., Bethlehem, died Monday in St. Luke's Hospital. She was the wife of Albert R. Senavitis. She was employed by Sure Fit Products Co.,"," Inc. in Bethlehem. She was a homemaker.
Survivors include her daughters, Jennifer (John) Eberhardt and husband Christopher of Bethlehem, and Margery (Dan) Coughlin of Grandview; grandchildren, Jonathan Coughlin of Bethlehem, and James Eberhardt of Bethlehem; seven great-grandchildren; four nieces, and one nephew.
In lieu of flowers, donations can be made to the charity of your choice, Bethlehem Children's Hospital, PO",99,25,0.25252525252525254,0.058025885318565944,0.4768640048788747,Human/Unwatermarked,0.0,61,0.7377049180327869,0.9333333333333333,0.2622950819672131,0.5,0.5,0.5
315,Fixed Delta 1.0,1.0,,,"Mrs. Sarah E. Senavitis, 71, of 332 Grandview Blvd., Bethlehem, died Monday in St. Luke's Hospital. She was the wife of Albert R. Senavitis. She was employed by Sure Fit Products Co.,"," Inc., 3rd Floor, Bethlehem.
She was preceded in death by her son, Luciano (Anna) Senavitis and daughter, Diane L. Senavitis.
Funeral services were held at 1 p.m. Monday at The American Legion Post # 808, 158 E. Main St., Bethlehem with Rev. Joshua A. Smith, Rev. John A. Smith and Rev. Charles H. Smith officiating.
Arrangements entrusted to the care of the Omar",99,38,0.3838383838383838,3.075371921883995,0.0010512010198350896,Human/Unwatermarked,0.0,63,0.8253968253968254,0.9838709677419355,0.17460317460317465,1.0,1.0,1.0
315,Fixed Delta 2.0,2.0,,,"Mrs. Sarah E. Senavitis, 71, of 332 Grandview Blvd., Bethlehem, died Monday in St. Luke's Hospital. She was the wife of Albert R. Senavitis. She was employed by Sure Fit Products Co.,"," Inc., 3rd Floor, Bethlehem. Born May 17, 1935, in Davenport, Iowa, she was the daughter of the late Richard and Esther B. (Boles) Senavitis. She attended high school at Gatorade High School and graduated with honors from Gatorade High School. She worked as a nurse for four years. She retired from Gatorade as a nurse in 1972. She loved her grandchildren and enjoyed camping and fishing. She was preceded in death by her",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,73,0.684931506849315,0.9027777777777778,0.31506849315068497,2.0,2.0,2.0
315,Fixed Delta 3.0,3.0,,,"Mrs. Sarah E. Senavitis, 71, of 332 Grandview Blvd., Bethlehem, died Monday in St. Luke's Hospital. She was the wife of Albert R. Senavitis. She was employed by Sure Fit Products Co.,"," Inc., 3rd Bighorn Ave., Bethlehem for 31 years. She was retired from the Berrien Valley Water Works in 1999 and enjoyed many years with her grandchildren and great-grandchildren. She was preceded in death by her daughter, Alice T. Smith, husband of 56 years, John E. Smith, of Indiana City; sister, Betty G. Sheebo; sister, Sharon A. Smith of Elk Grove; 1 son, John A. Smith, of Indiana City; 1 granddaughter",99,73,0.7373737373737373,11.198995866483228,2.061905353433795e-29,Watermarked,1.0,71,0.7183098591549296,0.9142857142857143,0.2816901408450704,3.0,3.0,3.0
315,Adaptive Delta,adaptive,0.5,3.0,"Mrs. Sarah E. Senavitis, 71, of 332 Grandview Blvd., Bethlehem, died Monday in St. Luke's Hospital. She was the wife of Albert R. Senavitis. She was employed by Sure Fit Products Co.,"," Inc., 3rd Floor, Bethlehem. Born May 17, 1935, in Davenport, Iowa, she was the daughter of the late Richard and Esther Brikerson. She was married to Albert R. Senavitis on May 20, 1966, and thereafter they married again. She worked at Vinson’s Furniture & Furniture Co., 3rd Floor, Bethlehem for 52 years. She was an Environmental Officer for 27 years. She was a graduate of Bethlehem College and the University",99,51,0.5151515151515151,6.092717958449424,5.550477317542801e-10,Watermarked,0.9999999994449522,70,0.7,0.9130434782608695,0.30000000000000004,1.8302680385112762,1.6180340051651,2.491238594055176
316,No Watermark,,,,2019 NFL Conference Championships: How Are Bookies Prepping? The NFL puts on its second most spectacular show of the season this Sunday when the top four teams in the league battle it out in the NFC Championship and AFC Championship. Over in the," West, the Cowboys are set to face the Bills on Sunday, and the Texans are set to face the Patriots in the league championship and NFC Championship.
The Patriots and Texans will both be playing for the AFC Championship, but the Cowboys will be playing for the NFC Championship. The Cowboys, on the other hand, will be playing for the AFC Championship. The Texans will be playing for the AFC Championship but will be playing for the AFC Championship.
Bookies are well positioned to reveal the 2019 NFL",99,17,0.1717171717171717,-1.7988024448755444,0.9639750317669002,Human/Unwatermarked,0.0,88,0.36363636363636365,0.6091954022988506,0.6363636363636364,,,
316,Fixed Delta 0.5,0.5,,,2019 NFL Conference Championships: How Are Bookies Prepping? The NFL puts on its second most spectacular show of the season this Sunday when the top four teams in the league battle it out in the NFC Championship and AFC Championship. Over in the," West, the Cowboys are set to face the Bills on Sunday, and the Texans are set to face the Patriots in the league championship and NFC Championship.
The Patriots and Texans will both be in action on Sunday, Oct. 19, at 6 p.m. ET. The Cowboys, meanwhile, have a matchup against the Titans on Saturday, Oct. 20, at 6 p.m. ET. The Texans, on the other hand, are set to face the Saints on Saturday, Oct.",99,24,0.24242424242424243,-0.17407765595569785,0.5690977834754946,Human/Unwatermarked,0.0,78,0.5,0.7532467532467533,0.5,0.5,0.5,0.5
316,Fixed Delta 1.0,1.0,,,2019 NFL Conference Championships: How Are Bookies Prepping? The NFL puts on its second most spectacular show of the season this Sunday when the top four teams in the league battle it out in the NFC Championship and AFC Championship. Over in the," West, only the Patriots and the Steelers have made it to the Championship. The Patriots will face the Steelers, but the Steelers are a two game winner. Meanwhile, the Steelers will face the Ravens, while the Ravens will face the Cowboys.

NFL Conference Championships: How Are Bookies Prepping? The NFL puts on its second most spectacular show of the season this Sunday when the top four teams in the league battle it out in the NFC Championship and AFC Championship. Over in the West, only",99,38,0.3838383838383838,3.075371921883995,0.0010512010198350896,Human/Unwatermarked,0.0,85,0.6,0.8571428571428571,0.4,1.0,1.0,1.0
316,Fixed Delta 2.0,2.0,,,2019 NFL Conference Championships: How Are Bookies Prepping? The NFL puts on its second most spectacular show of the season this Sunday when the top four teams in the league battle it out in the NFC Championship and AFC Championship. Over in the," West Coast, FedEx Field, which is located in Los Angeles, hosts the top four teams, along with the top six teams in the conference. The conference finals begin at 1 p.m. ET.",41,23,0.5609756097560976,4.598515136803904,2.1275640173374973e-06,Watermarked,0.9999978724359827,33,0.7878787878787878,0.9375,0.21212121212121215,2.0,2.0,2.0
316,Fixed Delta 3.0,3.0,,,2019 NFL Conference Championships: How Are Bookies Prepping? The NFL puts on its second most spectacular show of the season this Sunday when the top four teams in the league battle it out in the NFC Championship and AFC Championship. Over in the," West Coast where FedEx Field, which had been in the top four for four months now, should once again be in the top eight and where there could be some big things in store. The NFL will not be in Atlanta for this Sunday’s field trip, which means that the top six teams in the division should not be in Atlanta. The AFC will be in Houston at 8 pm and the NFC will be in Atlanta at 1 p.m. The conference standings should be interesting with every team",99,75,0.7575757575757576,11.663202949031755,9.825423209116168e-32,Watermarked,1.0,91,0.6043956043956044,0.8666666666666667,0.39560439560439564,3.0,3.0,3.0
316,Adaptive Delta,adaptive,0.5,3.0,2019 NFL Conference Championships: How Are Bookies Prepping? The NFL puts on its second most spectacular show of the season this Sunday when the top four teams in the league battle it out in the NFC Championship and AFC Championship. Over in the," West Coast, FedEx Field, which is located in Los Angeles, hosts the top four teams, along with the top six teams in the conference. The conference finals begin at 1 p.m. ET.",41,23,0.5609756097560976,4.598515136803904,2.1275640173374973e-06,Watermarked,0.9999978724359827,33,0.7878787878787878,0.9375,0.21212121212121215,1.843942335673741,1.6180340051651,2.3742637634277344
317,No Watermark,,,,"A new development designed by the architects Ron and Jim Vari, 33rd Street Square acknowledges both past and present in rapidly changing Bridgeport. The cutouts and big modular panels give the place a contemporary feel, while the red-brick construction recalls the"," early days of the community.

The new design incorporates four unique elements, including a desk-style, asymmetrical design, and a modern-style design with a playful tone. The real estate is oriented toward the middle class – a trend the city has seen with scores of new developments, most recently the new Kensington Park-Brahms development.

The new design makes the overall pedestrian experience a more natural fit with the rest of the apartment complex, while also giving the building an",99,20,0.20202020202020202,-1.102491821052753,0.8648760438384763,Human/Unwatermarked,0.0,80,0.6875,0.9493670886075949,0.3125,,,
317,Fixed Delta 0.5,0.5,,,"A new development designed by the architects Ron and Jim Vari, 33rd Street Square acknowledges both past and present in rapidly changing Bridgeport. The cutouts and big modular panels give the place a contemporary feel, while the red-brick construction recalls the"," early days of the community.

The new bridges are, as they should be, a welcome addition to the residential block. The two blocks are tucked away in the Backcountry Park, which provides a backdrop for the neighborhood’s most popular attractions. The new features include a new parking lot, a new pedestrian plaza, and a walled-in, gated community.

The pedestrian plaza is an integral part of the neighborhood’s charm, while the plaza is also an",99,34,0.3434343434343434,2.1469577567869402,0.01589832240819098,Human/Unwatermarked,0.0,77,0.6493506493506493,0.8947368421052632,0.35064935064935066,0.5,0.5,0.5
317,Fixed Delta 1.0,1.0,,,"A new development designed by the architects Ron and Jim Vari, 33rd Street Square acknowledges both past and present in rapidly changing Bridgeport. The cutouts and big modular panels give the place a contemporary feel, while the red-brick construction recalls the"," early days of the community. The building is also on the site of the former Bridgeport Rotary Club, which had been located at 420 S. Main St. and was demolished in 1991.

""This is an historic building with a new life,"" said Jim Vari, a architect and former Bridgeport Rotary Club member. ""It's a very, very special place for us.""

Searching for the right tenant

The architect and the developer had worked together for years for",99,51,0.5151515151515151,6.092717958449424,5.550477317542801e-10,Watermarked,0.9999999994449522,76,0.6973684210526315,0.9333333333333333,0.3026315789473685,1.0,1.0,1.0
317,Fixed Delta 2.0,2.0,,,"A new development designed by the architects Ron and Jim Vari, 33rd Street Square acknowledges both past and present in rapidly changing Bridgeport. The cutouts and big modular panels give the place a contemporary feel, while the red-brick construction recalls the"," old Village Village. The city has been more flexible on projects, and the new project is a reminder of the rich history. The city has kept the old Village Village Village open, and the real bigger picture is still in its design – a lot bigger than the old Village Village. The architect and the builder have selected this site as a place of historical significance and pride. The city has been clear about where its priorities are, and the details have changed dramatically throughout this process. The project is one that",99,77,0.7777777777777778,12.127410031580283,3.7801435720337223e-34,Watermarked,1.0,91,0.5824175824175825,0.8222222222222222,0.41758241758241754,2.0,2.0,2.0
317,Fixed Delta 3.0,3.0,,,"A new development designed by the architects Ron and Jim Vari, 33rd Street Square acknowledges both past and present in rapidly changing Bridgeport. The cutouts and big modular panels give the place a contemporary feel, while the red-brick construction recalls the"," old Village Village. The city has updated many of the old buildings. The project’s architect and designer is also the man behind a modern street plaza of the old Village Village. The result is a city with more than a thousand visitors.

Addition to the plaza are a two-story lantern’s lantern and a wall-mounted light. The lantern’s lantern and the lamp are bright reds designed by Ron and Jim Vari, well-known modern street design architects",99,81,0.8181818181818182,13.055824196677339,2.943472539265963e-39,Watermarked,1.0,81,0.6049382716049383,0.8875,0.3950617283950617,3.0,3.0,3.0
317,Adaptive Delta,adaptive,0.5,3.0,"A new development designed by the architects Ron and Jim Vari, 33rd Street Square acknowledges both past and present in rapidly changing Bridgeport. The cutouts and big modular panels give the place a contemporary feel, while the red-brick construction recalls the"," old Village Village. The city has updated its design on more than a dozen prior works. The new structure is scheduled to be in its final phase by February of 2020.

The large, 4,500 square foot building on 54th Street will include a restaurant, lounge, dry cleaners, laundry and a coffee store. The city’s plans for the facility include a retail park, retail center and a store. The city hopes to open this building in late 2021.

Ron Vari",99,64,0.6464646464646465,9.110063995014853,4.116669580158606e-20,Watermarked,1.0,81,0.7407407407407407,0.9375,0.2592592592592593,1.9590593433380128,1.6180340051651,2.476010799407959
